世界盃資格賽》今晚戰狂「菲」台灣客場拚開胡	sports
WTA台灣公開賽李亞軒喜獲外卡	sports
柯瑞帶傷上轟30分滅「火」	sports
台新銀愛的力量127個團體獲獎	business
明年資本預算達192億矽品擴增DRAM封測	business
韋蘭德明完婚恐缺席今封王遊行	sports
推美台軍事交流美眾議員提「台灣安全法」	politics
大聯盟總經理會議搶標大谷、史坦頓	sports
婦聯會案今簽行政契約備忘錄	politics
社會人助攻中職闖冬盟季後賽	sports
書劍集》國際貿易的事實與現實	business
「球哥」變髮換不回手感	sports
周儀翔西進張家榮扛達欣一哥？	sports
拉同學賭輸376萬劣警還抽佣幫組頭逼債	society
立院廢止蒙藏會組織法	politics
中製監視器入侵美國被看光	business
《國際現場》聯想取得FCCL過半股權	business
台灣大賽沒cue他林樺慶：隊友太強	sports
酒駕累犯處鞭刑?賴揆︰須廣泛討論	society
害21醫師急墜25樓電梯公司判賠1004萬	society
兩個教練對決王維中覺得有趣	sports
UBA》放棄比賽惹議台師大教頭一肩扛	sports
智退暴露狂冷靜蒐證別慌	society
曾祥鈞合影運動正妹「笑不出來」	sports
宮廟主委自轟亡子彈穿心後卡牆	society
中批我國防報告書╱陸委會促中國擺脫霸道心態	politics
世界新車大展12.30開跑連9天尬車	business
9度判死徐自強關16年獲冤賠	society
主將「出國征戰」裕隆、璞園遭狙擊	sports
棒球返2020東奧我備戰不能等	sports
金錢豹酒女撞死烘焙師傅第三任丈夫：她為錢當酒女罪有應得	society
未注意前方車禍國道5連撞釀6傷	society
HBL／泰山整門面冒出最萌平頭男	sports
《財經觀測站》蘋果被人看光光	business
星期專論》台灣原本是語言的萬花筒	politics
台日青棒賽》首局挖大洞高苑苦追落敗	sports
昆山傳祭停產令台股驚跌百點分析師︰不必自己嚇自己	business
林祐樂從零開始「捕」捉細節	sports
16歲助家計打工遇劫賠償、療傷…父悲從中來	society
舞小姐被包2週走「騙」全台當車手	society
小小軸承缺不得足以撼動中國汽車業	business
中國工資上漲加缺料和碩Q3毛利3.4%創新低	business
5年婚姻破局小嫻、何守正驚爆離婚	sports
李明哲案將宣判李凈瑜明赴中	politics
亞冠賽》陽隊長透露敵情開「備忘錄」	sports
台灣巴拉圭經濟合作協定三讀	politics
台灣大賽》最鮮肉的一轟小阿飛8打點驚奇	sports
NBA》53年沒辦明星賽綠衫軍考慮出「爭」	sports
台灣犬商品大賣中職也訝異	sports
「投」葉總所好陳仕朋開季先發候選人	sports
炫槍走火中彈誆遭槍擊被抓包	society
保羅31分上太空哈登場下開心看	sports
電競世錦賽台灣搶下主辦權	sports
「可以摸一下嗎?」海倫清桃控男粉絲藉合照襲胸	society
屋外供友埋毒物轟！房子車子燒光	society
MVP加持軟銀洋投沙法提「三冠王」	sports
一週證券行情表、一週櫃檯行情表	business
埔里巨石砸車鄉代媳婦撞山壁枉死	society
高志綱惋惜沒山谷可甩桿	sports
北市仲介公會：明年房市價跌量微增	business
血洗彰中日警如臨大敵	society
升息機會低澳元與澳公債投資降溫	business
威力彩頭獎連20摃	society
慶富案》副總長兼執行官陳寶餘：軍方若違法我退伍	politics
佈局新南向中鋼大收割	business
新護照竟有美機場圖外交部致歉重印	politics
中國明年開徵環保稅企業成本大增	business
易中毒釀火災燒炭取暖最危險	society
新南向再告捷台菲保險MOU簽了	business
NBA》爵士菜鳥米契爾轟41分助勝	sports
美貿易代表批WTO：對中國太寬容	business
香港羽球超級賽》戴資穎晉8王子維惜敗諶龍	sports
騎士12連勝魏德「退位」最關鍵	sports
300毛孩遭吃剩骨頭懸賞10萬緝凶	society
共機又來亂F-16升空監控	politics
嘉南夾娃娃高手原來是萬磁王作弊	society
去年政治獻金收入民進黨居冠	politics
林智勝打破沉默絕不負辜董所託	sports
Q3高掛佳績氣動元件Q4續揚	business
馬刺落井下石艾德瑞吉41分K熊	sports
《新聞幕後》移轉管轄的笑話	politics
4隊搶史坦頓洋基組「賈史」連線？	sports
上市櫃起薪大學畢平均三萬元	business
柏騰主打真空濺鍍搶進車輪客製化設計	business
盧曉晴4冠背後…是肩痛的煎熬	sports
台積電將斥資1298億建廠擴產能	business
軍人年改朝向有利現役人員	politics
勞動部微型創業鳳凰助1.7萬人圓夢	business
客戶外移再生前3季獲利腰斬	business
友達以上戀人已滿！放閃男女判賠心碎夫30萬	society
台彩威力盃》冠軍戰亮點竹市四爺對台東一哥	sports
無罪可聲請冤賠最高可獲14萬5千元	society
新聞分析》民眾參與協會加溫體改初見成效	sports
白宮官員：台灣民主在印太地區極重要	politics
男當街揮刀自殘企圖切腹警壓制	society
火腿邀桃猿交流賽最佳陣容應戰	sports
跨年聚餐老闆撿屍女員工	society
SBL》蘇奕晉滿載25分金酒逆轉達欣	sports
反制共機擾台美學者促售台空中加油機	politics
與慶富打官司軍方準備好了	politics
李婉鈺又傳斷片鬧事打人襲警交保嗆告警	society
惡男率幫眾討債電擊火烤逼吃屎	society
創新低紀錄╱特殊號碼鈔券退燒?單筆最高得標價僅11萬	business
美國拒承認中國市場經濟地位	business
NBA》庫茲馬技壓球哥將成湖人救世主？	sports
林德福︰未喬會員、理事黃國昌︰公然說謊	sports
工業宅違規套房大火燒死7旬翁	society
200員工轉調新廠茂迪︰非裁員	business
180萬工人下崗中國爆20年最大裁員潮	business
陳宣銘涉吸金52億從印尼押解回台	society
國巨第四度調高報價全年EPS挑戰15元	business
將官晉任31人侍衛長張捷升中將	politics
國銀海外分行爽賺就怕出包	business
彭誠浩當選WBSC副會長盼U12永固台灣	sports
林志祥自請離隊下一步崇越?	sports
進門就開轟警指銀行無從應變	society
台僑替詐團張羅機房每處月費2萬美元	society
富二代難忍坐牢蛀牙聲請保外被駁	society
中方指責阻撓曾永權赴中陸委會回嗆不容無理干涉	politics
打球沒出息感觸深陳偉殷交心學弟	sports
台灣國際衝浪公開賽世界冠軍參戰	sports
助慶富「持有」用地？高市海洋局澄清	politics
419反年改施暴案再起訴黃耀南等3人	politics
NBA》大三元連3刷大帝自評還不夠	sports
慶富案追究刑責立委促查公股銀行	politics
《國際現場》Mozilla棄雅虎擁抱Google	business
累了不告了吳經國辭拳總主席	sports
SBL》台啤主場週首日戰績開紅、票房收黑	sports
調查局首位女副座穿越車陣被撞傷	society
中和大火扣押4戶約談前房東	society
中國經商環境惡化逾半德企不想再投資	business
日諧星另類情蒐猿推薦60號拚場	sports
曾共舔一支冰淇淋╱夜找碩文堅稱兄妹情	society
Q3每股虧損3.8元宏達電連10虧	business
開車拖出地下電纜偷3公里長	society
前進大東南亞跳板以國首邀台企參訪	business
M.加索「被冰」氣噗噗灰熊8連敗	sports
費城人宣布新主帥上原聽了有感	sports
中信盃今開打辜董強調態度紀律	sports
婦自摔躺地板16小時夫有預感越洋電話救人	society
鐵鎚斷5人手腳蘇治芬：前縣長司機帶頭	society
外籍女掉包偷走62萬元勞力士錶	society
海碩盃女網賽》戈盧比克晉4強對決「辛吉絲接班人」	sports
南英OB賽神秘嘉賓不輸恰恰鋒哥	sports
載癌母才放慢雪隧龜速車7分鐘吞5罰單	society
中信盃棒球賽落幕新竹縣雙冠王	sports
第3節之王！勇士單節贏32分平紀錄	sports
中和大火／省錢孝親警住違建枉送命	society
弱勢盤整台幣小貶1.5分	business
塞爾、金布瑞紅襪續留雙強投	sports
中信領隊：我無法指控任何人打假球	sports
開賓士住高鐵特區酒女撞死主廚「沒錢賠」	society
吳密察：促轉不是為了報復是為了和解	politics
台灣百萬美元富豪38萬人全球第13	business
世界盃亞洲區資格賽》台灣男籃週五打澳Q.戴維斯回歸	sports
房客在置物櫃放針孔旅店員工偷翻全都錄	society
美歐日聯手抗中國不公平貿易	business
球迷挺大師兄：不可能做那些事	sports
SBL》賈西亞攻破布拉台銀賞達欣連敗	sports
舔耳強吻女職員前財部高官判刑	society
立委促修法「沒收銀行不法所得」顧立雄︰研議可行性與必要性	business
參觀馬紹爾手工藝品展蔡笑稱很久沒逛街	politics
中國房市泡沫欲破馮侖來台蓋養生村	business
SBL熱身賽》這回玩真的塞勒扛住布拉	sports
日月光控股公司明年五月設立	business
最狂警民合作！飲料店老闆飛撲助警逮毒蟲	society
星期專論》為余光中蓋棺論定	politics
博通若成巨獸衝擊聯發科、瑞昱	business
立院三讀輕罪可上訴至三審	society
日職》呂彥青首要增重陳冠宇要他多問	sports
強化空優專家主張先爭取新一代戰機	politics
王躍霖強調基本功叮嚀練下盤	sports
迷戀按摩師恐怖客人自殘求愛	society
中職》兄弟「30人名單」年後赴美春訓	sports
姦殺原本唯一死刑修法後明顯輕判	society
警逮娃娃機大盜64公斤硬幣搬到手軟	society
辜董再解釋…「前一天也不該喝酒」	sports
再添雙胞胎盧彥勳為3兒拚東奧	sports
ATP年終賽》迪米特洛夫晉4保加利亞第一人	sports
立院三讀／脅迫兒少陪酒最重判5年	society
管媽怒批「還要再劃幾刀？」	politics
稅金吃掉3成租金雙子星案恐難脫標	business
新書揭抗癌歷程邱議瑩：我終生不孕	politics
房市注活水金管會調降房貸風險權數	business
高雄最貴豪宅國硯首見法拍屋	business
比特幣一度升破1.5萬美元葛林斯潘︰恐變一文不值	business
美評估軍艦互訪我樂見其成	politics
冬盟》連兩場4棒+蹲捕狀「猿」廖健富學抗壓	sports
律師開房「談案情」妻隔牆埋伏抓包	society
精神病患個管師不足衛福部擬年增百名	society
日教練不教基本柳田透露長打秘訣	sports
火箭「雙核心」轟10顆三分彈	sports
世界盃資格賽》我今主場戰澳盡全力拚贏	sports
亞洲盃資格賽》台土大戰前夕周定洋趕赴前線	sports
2.5億珠寶竊案11嫌贓物當晚離台	society
《一次比一次誇張》試槍狂人曾替乾女兒毆舊愛	society
「純本土」對決台啤賞「衛冕軍」2連敗	sports
川普會習近平：美不會終止對台軍售	politics
所長調職未帶走職章易遭亂蓋	society
出包補習班將加強稽查	society
兩車相撞車翻覆民眾合力救人	society
慶富7億餘還款保證金繳庫	politics
控同事襲胸當庭扯怪物摸奶	society
哥哥是明星清宮福太郎來台	sports
搶進人工智慧領域鈺創首創「3D自然光視覺」技術	business
威力盃》台東備四彩球衣冠軍戰「撞色」	sports
中國水泥庫存降低台泥兩廣地區喊漲	business
漢翔訂單能見度看到2022年	business
火腿放手大谷圓美夢	sports
證券行情表、證券表格	business
警專被爆醫務室沒醫生學生昏迷不准打119	society
下週川習會小英：審慎樂觀	politics
提前超標新南向工程今年上看240億	politics
旅遊也能租復康巴士難防濫用	society
針對台灣中國調查正丁醇傾銷	business
兩個哥哥旅美張偉聖暫不跟進	sports
小女友要分手渣男性侵還拍過程	society
下週油價估跌一角	business
黃金單身漢送報起家拚掉婚姻	society
三ＧＷ遴選以國產化程度評分風電業者：恐成作文比賽	business
《謠言終結站》	politics
詐騙車手輸錯密碼帳戶6720萬只領84萬	society
將會見達比修雙城王牌虛位以待	sports
世亞盟曾無償佔用國有地40年	politics
納智捷新車加持明年銷售估逾兩萬台	business
立委：陳慶男該把資金流向說清楚	politics
ACE冥冥中保佑大谷宣布挑戰大聯盟	sports
MSCI新兵如興今年營收拚百億	business
談兄弟風波殷仔：球迷期望高、做該做的事	sports
盼李明哲早歸民眾繫上黃絲帶	politics
基隆客運國道翻車撞斷燈桿8乘客傷	society
一週大事（12月10日至16日）	politics
摘「新」感言詹子賢想催淚失敗	sports
美批中國扭曲經濟拒授市場經濟地位	business
公車司機昏厥撞騎樓火燒車	society
冬盟》李帶溵處女秀預計主投3場	sports
台日韓啦啦隊先開戰場邊最大「嬌點」	sports
彰化縣長選戰》搞黑道大整合？藍綠隔空交火	politics
幻象人機失聯／馮世寬爆粗口斥飛官投共說	politics
跨年作業自畫生殖器！馬公高中惹議校長急喊卡	politics
黑豹旗4強今割喉再延賽就轉戰台中	sports
首批升級4架F-16V明年初試飛	politics
《國際現場》美滿電子將收購凱為半導體	business
罰高通不傷產業？杜紫宸︰荒腔走板	business
學者︰吸引企業投資才能改善薪情	business
蔣智賢轉「職」成功澳職大肆宣傳	sports
亞冠賽》1安2保送王柏融擺脫低潮	sports
中化銀髮賠錢12年堅持照護人才培訓	business
張安平改造老台泥轉型綠色產業國際公司	business
操守染黑？林煜清聲明2連發	sports
供稱每2、3天就動粗…虐死紙片女狠父收押	society
殺警案15人被求償千萬易淑寬之子求分期	society
太陽能廠三合一案洪傳獻︰按程序進行中	business
2017倫敦年終賽》葛芬專殺名將費爸無緣鍍金	sports
國際品牌進駐北市東區店面	business
假炒匯真吸金環工畢業生騙逾6千	society
遠銀遇駭有四大缺失金管會開罰800萬	business
打破鳥籠公投公投法今拚三讀	politics
各國嚴審中企海外併購銳減1/3	business
比特幣挖礦難度倍增映泰:訂單能見度僅1個月	business
今彩539頭獎1注中	society
YY棒球訓練營》美式守備方式王勝偉師法	sports
身兼中纖老闆╱排協理事長被爆要員工當人頭會員	sports
亞冠賽》大王商品熱賣台式應援首攻蛋	sports
「豪哥」頻轟出牆日媒驚問「那是誰?」	sports
去年520後未再從中國接返受刑人	politics
KOBE傳奇「高掛」退休2球衣	sports
中職稀貨黃子鵬連兩戰「秀肌肉」	sports
黑豹旗／一舉投到封王古林睿煬無憾	sports
台土大戰後防失誤無緣亞洲盃	sports
嫩男扮國中女生2度混進學校女廁	society
張善政：一例一休仍用製造業思維	business
小天不敵球王「送分」插曲有戲	sports
監控人民中砸錢挺臉部辨識	business
iPhoneQ4整體出貨上攻8880萬支	business
傳國民黨屬意蔣萬安選北市長鄭麗文︰不該讓「小朋友」去打仗	politics
台新金續找併購標的	business
山口茜拍掉依瑟儂闖進「年終」冠軍戰	sports
YY棒球訓練營》張育成明年目標：拚上大聯盟	sports
雙11電信業績佳台灣大獨推雙12	business
CPR連線難擋厄文甩尾綠衫軍7連勝	sports
選新北？李四川：躲到床下還是中槍	politics
廣越、光隆明年Q1不看淡	business
永豐金弊案前元太科董座起訴	business
找老公掃墓開門赫見小三沒穿內褲	society
蔣經國認證團徽鑲的是黨徽	politics
年底清倉24人林英傑無「猿」的結局	sports
期待正義彭劉懸案催生新法	society
灌溉水量有點少…驚見女屍堵出水口	society
百億投大潭電廠供電添生力軍	business
文大四劍客底氣足包了3至6棒	sports
母時薪40元嫩兒被騙盜領36萬血汗錢	society
前3季獲利超過去年朋億明年營運估增1至2成	business
「洋蔥網路」駭Vidol影音三立前員工起訴	society
傑尼「獅」月薪漲幅100％起跳	sports
《財經觀測站》行動支付普及面臨3大難關	business
推動中正紀念堂轉型鄭麗君：繼續追思威權者是人格分裂	politics
桃園「7帥」督軍不敢操過頭	sports
聲寶今年營收恐衰退1成	business
停武嶺誤踩油門衝出護欄車懸空	society
獵雷艦懲處名單國防部暫緩公布	politics
週刊爆「排擠效應」說恰恰不隨之起舞	sports
失焦的典禮「聯盟該讓事件落幕」	sports
狂過比特幣以太幣今年暴漲50倍	business
《本週熱點》「五缺」問題賴清德將公布解決方案	business
婦聯會是否簽行政契約今須給答案	politics
足協國際邀請賽》3戰進4球李茂踢走4年低潮	sports
威力彩頭獎連19摃	society
碩士狼父性侵還拍裸照傳雲端	society
冬盟》吉田凌5局7K日職西軍第5	sports
柯瑞繃帶纏身加班變身電湖人	sports
中和大火9死房東名下竟毫無房產	society
防偷開車進廠前先記里程數	society
扶植新創業者「台灣孵化器」中科揭牌	business
《謠言終結站》勞團抗爭沒有律師被逮捕	politics
ABL》衛冕軍踢館夢想家2連敗	sports
1.5億安毒原料闖關可毒害500萬人	society
女壘亞錦賽》台灣女壘今拚亞錦賽首冠	sports
判決確定個案將可進行釋憲	society
不倫戀／女助理流產挨告法官批老師始亂終棄	society
入圍「運動精英獎」世大運女籃意外	sports
台灣第一人！鄭兆村獲邀國際田聯頒獎禮	sports
《回味採紅菱》偷划輕艇台大夫妻翻船送辦跪哭窮	society
陳順詳「報恩」拚4000俱樂部	sports
友達：明年Q1訂單能見度仍高	business
U19亞足聯》主場像客場台1球輸越	sports
啃蘋果毛利壓力大鴻海、和碩、緯創腹瀉	business
判刑未到監莊婉均被簽發拘票	politics
小燈泡案家屬拒修復式司法	society
深化安全架構台美日下月三邊對話	politics
《真的好衰》車主︰修好也不敢開	society
股權選擇權1萬元買所有蘋概股	business
哈登神勇無極限火箭西霸天	sports
謠言終結站》AppleWatch3LTE版不能賣?NCC：無此規定	business
欠2000萬米店老闆自焚命危妻跳樓亡	society
亂摸2女兵空軍幻象基勤主官毀前程	society
獅隊第一個當阿公賴崇光、耿健輝別苗頭	sports
台日友好台企赴日投資成功率高	business
Uber司機須找車行掛名變相靠行沒賺頭	society
錯失旅日「四爺」活在當下	sports
安非他命成癮易變暴力男	society
理光盃》風中抓8鳥盧曉晴搶頭彩	sports
星期專論》川普立威與承認現實原則	politics
Q3獲利年減8成綠悅跌停	business
攜手AMD抗衡英特爾掀PC市場巨浪	business
世界盃資格賽》威廉狂砍20分菲驚險射日	sports
世界盃資格賽》6000球迷助陣我仍被澳客打趴	sports
東霸天兩樣情...厄文連勝穩一哥騎士連敗添傷兵	sports
國營事業新南向雙印、越南最夯	business
宋楚瑜母親辭世享嵩壽100歲	politics
公司法大翻修納洗錢防制條文	business
黃郁婷奪冬奧門票…要失眠了！	sports
徐總子弟兵現身3人3種心情	sports
換股轉敗為勝嘉泥︰不退出水泥行業	business
關島馬直奔波馬推台客獨享禮	sports
天降3噸巨石…10秒定生死2警逃一劫	society
冬盟》洪心騏挨3分砲不敵日職東軍	sports
聯亞Q3營收季增5成矽光訂單看到明年2月	business
喬治想贏魏少挺二度傷害老東家	sports
聯邦銀獲利穩定提高資本適足率	business
藏毒褲襠「鼓鼓的」遇盤查栽了	society
黑豹旗》林靖凱勝投+勝打平鎮晉4強	sports
強投何處覓》三級棒球盃賽多投手提前殞落	sports
業者吐苦水：月薪7萬請無人	society
豬隊友拚輸中韓5G恐提前出局	business
恐怖情人認錯人狂追無辜女轟6槍	society
台塑四寶11月業績佳12月更看好	business
海碩盃女網賽》術後強勢回歸班西琪「背靠背」奪冠	sports
小拳王下月挑戰總統盃魂斷山林	society
「我是大人了不能浪費警察資源」迷途「唐大人」溫暖人心	society
開啟時空膠囊美好記憶2師挨教務主任告竊盜	society
朗度無私25助攻刺激隊友狂飆分	sports
怕傷高官仕途南市警分局暗槓槍擊案	society
全國桌球錦標賽》搭檔陳建安「新手爸」江宏傑奪冠	sports
不談告週刊林泓育教蹲捕3基本	sports
國際現場》LGD擬砸40億美元擴產OLED面板	business
王勝偉情緒潰堤手寫稿代言	sports
李伊宣告退休下一步娶沃茲妮雅琪	sports
亞錦賽》林鳳珍開轟輸菲不樂	sports
加薪500％軟銀石川先還學貸	sports
國際現場》強化音樂識別領域蘋果收購Shazam	business
日立冷氣蟬聯理想品牌雙冠王	business
台英混血少女橘子盃女雙封后	sports
當眾伸鹹豬手摸5秒判90天	society
豪門卡登又掀波二少東駕名車持毒被捕	society
台幣升逾4年新高「明年回貶機率高」	business
國際特赦組織︰熱比婭30親戚遭中拘捕	politics
少校退役妙天自創印心禪成大師	society
中和大火／唯一逃生口陷火海7大缺失阻生路	society
台灣3戰全輸「大王」罕見低潮	sports
勞團上街工商界：不代表多數勞工	business
《謠言終結站》	politics
揪團去爬嘉明湖廂型車逆向撞貨車8傷	society
傷25人╱台鐵炸彈犯林英昌判30年4月確定	society
狹幅盤整台幣升0.7分	business
獨子父母少陪伴少年戀手遊無法自拔	society
台南客運1個月3司機心臟病發	society
比特幣再攻頂首度站上8100美元	business
獲利亮眼中租明年加薪3%	business
電競敲邊鼓遊戲股大漲	business
首度入圍年終賽迪米特洛夫就摘冠	sports
政院︰軍改版本還有一個月溝通期	politics
台商持槍被泰判罪遣返違「公政公約」台改判無罪	society
屆退軍官轉聘僱軍方明年推國防事務專員制	politics
費城人宣布新主帥上原聽了有感	sports
690億美元CVSHealth買下Aetna	business
小六生1天投209球高中教練︰一定會造成傷害	sports
哈登11月大抓狂火箭西部登頂	sports
毛利率攀升聯發科Q3每股賺3.26元	business
政院：蒐集勞工訴求進一步研究	business
未按時服藥恐造成思覺失調復發	society
軍方攜手交大培養網戰人才	politics
民進黨初選提早到春節前？未來兩週是關鍵	politics
「憲」場直擊》反省後再進化感謝球迷力挺	sports
澳助理教練來頭大「公牛王朝」主力	sports
聯發科推智慧健康晶片1分鐘測出心血管6數據	business
東協設廠甘苦談…用誠意、酒與員工交陪	business
法扶董座范光群出線	society
郭阜林當打擊助教先飛美「複習」	sports
打壓黑幫氣焰警信心倍增	society
HBL女子組預賽》菜鳥王玥媞出頭淡商二連勝	sports
國標舞好手高階警官猝死舞場	society
立院三讀逾18年大貨車換新減稅5萬	business
「永遠都沒準備好」鋒哥勉學弟保持心態	sports
《謠言終結站》下載Line貼圖前確保個資不外洩	business
財經觀測站》落後全球平均的台灣景氣	business
金穎下月掛牌看旺明年市場	business
中國半導體設備市場威脅台韓	business
球員工會將改選胡金龍盼交棒新生代	sports
「家務事」媒體聚焦陽岱鋼先噤聲	sports
苦等大谷點頭太空人有盤算	sports
為社子島案柯文哲破冰拜會葉俊榮	politics
澳門羽球黃金大獎賽》雙李配、白馭珀今拚決賽門票	sports
賊搶民宅起色心六旬婦險遭性侵	society
協會爆灌人頭疑雲體育署：已告發錄案	sports
開賓士包租婆絲巾勒死女兒	society
建仔點名4學員有旅外潛力	sports
「綠能屋頂」費率敲定每度6.4元	business
全台重劃區近千高雄面積最大	business
海峽中線運毒中國1船5人逮回收押	society
桃捷攜手聯邦銀A1站耶誕響叮噹	business
國二女補習遭狼師誘姦	society
建仔最欣賞的投手開幕戰對決哈勒戴奪勝	sports
油價漲2角逼近3年高價	business
冬盟》狂拿16分本屆新高中職4連勝	sports
喬債被開槍追殺朋友接應逃死劫	society
綠能屋頂投資門檻可望降低	business
洪總掌兵符羅德老友串門子	sports
SBL》陳順詳4000分達陣塞勒不賞臉	sports
教授喇舌女博士生被罵下地獄才住手	society
酒後失控伸狼爪強摸朋友妻雙峰	society
冬季聯盟／投野兩小獅驗收秋訓成果	sports
對贏的渴望驚人…日本社會人隊是亞運大麻煩	sports
SBL》璞園戰友成對手累壞兩教頭	sports
歐盟反壟斷調查台積電：初步階段	business
尋獲16歲失蹤少女已成小媽媽	society
幽默且優雅大谷有巨星的fu	sports
心繫台棒困境建仔心中已有藍圖	sports
虎尾糖廠保留全台僅存運甘蔗五分車	society
台男足卡達移訓再添「貴」公子	sports
獵雷艦案軍方今公布首波懲處名單	politics
昇陽勞資達協議注資3合1過兩關	business
看守所遇友興奮比YA詐欺共犯意外曝光	society
《國際現場》中國海航旗下航空恐債務違約	business
黑莓、高通合作打造互聯網汽車平台	business
《財經觀測站》醫生也快失業了？	business
徐生明盃》「曾公」環島行腳義賣球具挺師母	sports
果園種大麻騙舅舅是九層塔	society
女模劉薰愛前男友演仙人跳勒索富商800萬	society
單筆消費上限1000元悠遊卡「數位付」將上線	business
集滿重砲手！洋基盯上馬查多	sports
康控前三季EPS5.56元已超越去年	business
馬指盧麗安投共「沒什麼了不起」	politics
傳動元件全球大缺貨英特爾高層到上銀喬貨源	business
國際現場》蘋果大一統傳整合iPhone、iPad、Mac通用APP	business
土投問路》「美哉」台灣哀哉投手謝長亨：該是修正時候	sports
如興打國際盃陳仕修：要當紡織業鴻海	business
運車回台夾帶89瓶酒秘書幹的老闆無罪	society
《財經觀測站》法人董事與藏鏡人	business
大福彩頭獎摃龜	society
南山變相減薪？金管會緊盯	business
近期股價跌蔡力行︰我只重基本面	business
男女軍官嘿咻雙方配偶求償扯平	society
台股萬點成交量飆證交稅年增逾2成	business
男遭盤查懷恨7年網咖遇警巴頭報仇	society
200員工轉調新廠茂迪︰非裁員	business
股匯雙漲台幣勁揚重現「2」字頭	business
強吻護理師「沈佳宜」社工「趙傳」挨告性騷	society
年年喊拆違建卻創新高	society
一週大事（10月29日至11月4日）	politics
須由總統提名，經立法院同意檢察總長地位不下於法務部長	politics
南韓率先升息台幣淡定小貶	business
冬季聯盟／誘因太強社會人隊轟倒日職軍	sports
雜貨店、珠寶店都是吸金秘密基地	society
王勝偉張正偉週二現身？恐有變數	sports
加蓋違建大火房客嗆昏險死	society
NBA》綠衫軍射下太陽20勝搶先達陣	sports
反勞基法修法勞團高雄抗議	business
限制住居蔡正元千萬交保	politics
府前元旦音樂會濃濃幸福味	politics
15億債權案開庭陳慶男簡良鑑爭辯	politics
「美巡賽的一天」小潘改當老師	sports
大福彩頭獎連45摃	society
勇士「熱好引擎」奪回西部龍頭	sports
金牌小拳王遺體今解剖取出子彈比對	society
殷雄食堂結尾球迷笑著離場	sports
搶小熊輪值曾仁和號碼牌7	sports
川習會今登場我全程緊盯	politics
中國信託女子公開賽》強風中開打侯羽薔並列領先	sports
黨產會：中廣雖賣趙少康資產仍屬國民黨	politics
44歲不礙事一朗拚留大聯盟	sports
四歲男童滿臉血母出面澄清非虐童	society
諸羅山盃》破日7年霸業今拚冠軍留台	sports
廚師逆向超車撞死台大博士生	society
林智勝連兩打席轟蔣砲第5發	sports
蘋果OLED手機和碩明年可望獲單	business
伍茲揮別背痛今自辦比賽復出	sports
講美球員嚴重「斷層」破例收女生	sports
贏了杜蘭特魏少第一次	sports
昇貿擴大投資興建粗錫冶煉廠	business
溜馬終結騎士13連勝後喬治時代猛猛的	sports
星期專論》我們該如何看待李克新「武統台灣」說？	politics
女摔車沒心跳白衣天使路過救命	society
華信能源紅三代掌舵一帶一路先鋒	business
赴中落地簽須檢附台灣身分證	politics
錯過交流道勿倒車停車	society
